AGGT379	מה לכל הרוחות זה אמור להביע?
AGKA380	יום אחד... אתה תבין.
AGSO381	לא יכולתי שלא להבחין בארנבי ההברחות המקסימים האלו...
AGSO382	הייתי רוצה לקנות משהו ממש פיראטי.
AGSO383	מה עם צעצועים? יש לך צעצועים?
AGSO384	הלב שלי ממש משתוקק ליהלום הזה.
AGSO385	אוקיי, אני אשחק איתך על היהלום.
AGSO386	אני רוצה לשחק על היהלום שוב.
AGSO387	אני עדיין מחפש, תודה.
AGKA388	אההה, ארנבי ההברחות! אחד מהחפצים הכי פופולאריים שלי.
AGKA389	כל אחד מגיע עם כיס מוסתר היטב ממש מעל המעי הדק.
AGGT390	נהדר! אני אקח אחד!
AGKA391	אף אחד מהם לא מכיל את היהלום.
AGGT392	אה. לא חשוב.
AGKA393	כמובן. דברים פיראטיים איכותיים הם, כמובן, המומחיות שלנו.
AGKA394	אפשר לעניין אותך ברגל מעץ?
AGGT395	זה תלוי מה תעשה איתה.
AGGT396	זו הייתה בדיחה.
AGKA397	אה. כן. אני לא בדיוק עוקב אחריך, אבל אני בטוח שזה היה משעשע.
AGKA398	כרצונך.
AGKA399	אתה יריב מטיל אימה, מר כפיסדבק...
AGKA400	...אבל נראה שמשחק החתול והעכבר שלנו חייב להיפסק.
AGKA401	זה יהלום מושלם, אחד מהגדולים ביותר שראיתי בחיי.
AGGT402	אני אקח אותו!
AGKA403	והוא כמובן מגיע עם מחיר גדול מאוד.
AGGT404	מספיק לדחוף בכוח. כמה תרצה עליו?
AGKA405	הוא יעלה לך המון המון כסף.
AGKA406	יש לך סכום כזה?
AGGT407	טוב, יש לי הרבה כסף.
AGCR408	חה! לא מספיק.
AGKA409	השותף שלי צודק.
AGKA410	לא נוכל לתת לך אותו בפחות מהמון המון כסף.
AGGT411	אה, לא.
AGCR412	כמה יש לך?
AGGT413	טוב, תן לי לחשוב...
AGGT414	...המזומן שעליי... קרן ההשקעות שלי... חבר את שניהם...
AGGT415	...מעט מאוד.
AGKA416	כמו שחשבתי.
AGKA417	אבל אולי נוכל לעשות עסקה.
AGKA418	השותף שלי ואני מאוד מחבבים קלפים. במיוחד פוקר.
AGKA419	מה דעתך על התערבות קטנה? אם תצליח להביס אותנו בפוקר, אתה זוכה ביהלום.
AGGT420	נשמע הוגן.
AGKA421	כן. הוגן.
AGKA422	חה חה חה חה חה חה חה חה חה חה חה חה חה!
AGGT423	אתה יכול להפסיק לצחוק ככה? זה מאוד מעצבן.
AGKA424	אז, מר כפיסדבק. שאלתי אליך:
AGKA425	התסכים להצטרף אלינו למשחק קלפים?
AGSO426	נשמע כיף! אני בפנים, קירח!
AGSO427	אין סיכוי. אני גרוע בפוקר.
AGKA428	אתה תצטרך לשלם כדי להיכנס למשחק.
AGGT429	טוב, כמה אני צריך?
AGCR430	לא יותר מדי.
AGKA431	הנח את חלקך בהתערבות, מר כפיסדבק.
AGGT432	אין לי כסף.
AGKA433	אז אינך יכול לשחק.
AGKA434	מה יקרה אם בעקבות חוסר מזל מצער תפסיד בהתערבות?
AGKA435	אז לא נרוויח כלום.
AGGT436	בהחלט, אני יכול להתמודד עם זה.
AGGT437	זה המון כסף. כדאי שאתן להם רק חלק מזה.
AGKA438	האם שיחקת בעבר בפוקר, מר כפיסדבק?
AGGT439	לא! אתה מאמין שזאת הפעם הראשונה שלי?
AGCR440	חי. חי.
AGKA441	אז אתן לך הדרכה קצרה.
AGKA442	המשחק הוא הגרסה הפשוטה ביותר של פוקר פתוח.
AGKA443	אני מחלק חמישה קלפים לכל אחד מאיתנו.
AGKA444	אנחנו מראים את הקלפים שלנו אחד לשני, והשחקן עם הקלפים הכי טובים מנצח.
AGGT445	איך אני יודע מה הם קלפים טובים?
AGKA446	אם יש לך שאלות, פשוט תשאל אותנו.
AGKA447	אתה בוטח בנו, הלא כן?
AGSO448	ככל שאני יכול לזרוק אתכם, נוכלים עלובים שכמותכם.
AGSO449	לבטוח בכם? אין סיכוי, שקרנים מטונפים שכמותכם.
AGSO450	אני בטוח ששניכם חלאות האדם הגרועים ביותר.
AGSO451	אתם בכלל לא מבינים את המשמעות של לבטוח, גנבים.
AGGT452	כמובן שאני בוטח בכם!
AGKA453	טוב מאוד. בוא נתחיל.
AGGT454	קדימה, שביעיות!
AGGT455	קלפים טובים! אבא צריך להסיר קללה פיראטית!
AGGT456	בלי עין הרע! בלי עין הרע!
AGGT457	דילר דילר דילר דילר נענע דילר!
AGKA458	הקדש דקה להסתכל על הקלפים שלך.
AGKA459	כבר הולכים, אדון כפיסדבק?
AGCR460	שב! אנחנו משחקים כאן.
AGKA461	מוותר, ברנשצבע?
AGSO462	רק מתחתי את הרגליים! אני רוצה להמשיך לשחק.
AGSO463	תשאיר אצלך את הכסף. יש לי מלא. אני מוותר.
AGKA464	אולי המזל שלך ישתפר.
AGKA465	אל תוותר עדיין.
AGKA466	אולי אתה צריך לנסות שוב.
AGKA467	היית רוצה לנסות שוב?
AGSO468	בוודאי. אני הולך לזכות ביהלום הזה!
AGSO469	לא, תודה.
ADO1301	איך אתה מעז לתקוף את הספינה שלי!
ADO2302	איך אתה מעז לתקוף את הספינה שלי!
ADO3303	איך אתה מעז לתקוף את הספינה שלי!
ADO4304	איך אתה מעז לתקוף את הספינה שלי!
ADO5305	איך אתה מעז לתקוף את הספינה שלי!
ADO6306	איך אתה מעז לתקוף את הספינה שלי!
ADO1307	עלייה לספינת פיראטים עשויה לסכן את חייך!
ADO2308	עלייה לספינת פיראטים עשויה לסכן את חייך!
ADO3309	עלייה לספינת פיראטים עשויה לסכן את חייך!
ADO4310	עלייה לספינת פיראטים עשויה לסכן את חייך!
ADO5311	עלייה לספינת פיראטים עשויה לסכן את חייך!
ADO6312	עלייה לספינת פיראטים עשויה לסכן את חייך!
ADO1313	כדאי לך לעזוב עכשיו אם חייך יקרים לך!
ADO2314	כדאי לך לעזוב עכשיו אם חייך יקרים לך!
ADO3315	כדאי לך לעזוב עכשיו אם חייך יקרים לך!
ADO4316	כדאי לך לעזוב עכשיו אם חייך יקרים לך!
ADO5317	כדאי לך לעזוב עכשיו אם חייך יקרים לך!
ADO6318	כדאי לך לעזוב עכשיו אם חייך יקרים לך!
ADO1319	אז אתה אומר שאתה פיראט!
ADO1320	ואני אומר שתצטרך להוכיח את זה!
ADO2321	אז אתה אומר שאתה פיראט!
ADO2322	ואני אומר שתצטרך להוכיח את זה!
ADO3323	אז אתה אומר שאתה פיראט!
ADO3324	ואני אומר שתצטרך להוכיח את זה!
ADO4325	אז אתה אומר שאתה פיראט!
ADO4326	ואני אומר שתצטרך להוכיח את זה!
ADO5327	אז אתה אומר שאתה פיראט!
ADO5328	ואני אומר שתצטרך להוכיח את זה!
ADO6329	אז אתה אומר שאתה פיראט!
ADO6330	ואני אומר שתצטרך להוכיח את זה!
ADO1331	כדאי לך להפליג הרחק, לפני שתיפגע!
ADO2332	כדאי לך להפליג הרחק, לפני שתיפגע!
ADO3333	כדאי לך להפליג הרחק, לפני שתיפגע!
ADO4334	כדאי לך להפליג הרחק, לפני שתיפגע!
ADO5335	כדאי לך להפליג הרחק, לפני שתיפגע!
ADO6336	כדאי לך להפליג הרחק, לפני שתיפגע!
ADO1337	אבעבועות עליך, בגלל שעלית על הספינה שלי!
ADO2338	אבעבועות עליך, בגלל שעלית על הספינה שלי!
ADO3339	אבעבועות עליך, בגלל שעלית על הספינה שלי!
ADO4340	אבעבועות עליך, בגלל שעלית על הספינה שלי!
ADO5341	אבעבועות עליך, בגלל שעלית על הספינה שלי!
ADO6342	אבעבועות עליך, בגלל שעלית על הספינה שלי!
ADO1343	מה אתה רוצה?
ADO2344	מה אתה רוצה?
ADO3345	מה אתה רוצה?
ADO4346	מה אתה רוצה?
ADO5347	מה אתה רוצה?
ADO6348	מה אתה רוצה?
ADO1349	מי אתה?
ADO2350	מי אתה?
ADO3351	מי אתה?
ADO4352	מי אתה?
ADO5353	מי אתה?
ADO6354	מי אתה?
ADO1355	רד מהסיפון שלי, שבלול ים אחד!
ADO2356	רד מהסיפון שלי, שבלול ים אחד!
ADO3357	רד מהסיפון שלי, שבלול ים אחד!
ADO4358	רד מהסיפון שלי, שבלול ים אחד!
ADO5359	רד מהסיפון שלי, שבלול ים אחד!
ADO6360	רד מהסיפון שלי, שבלול ים אחד!
ADO1361	אם אתה מחפש מריבה, מצאת אותה!
ADO2362	אם אתה מחפש מריבה, מצאת אותה!
ADO3363	אם אתה מחפש מריבה, מצאת אותה!
ADO4364	אם אתה מחפש מריבה, מצאת אותה!
ADO5365	אם אתה מחפש מריבה, מצאת אותה!
ADO6366	אם אתה מחפש מריבה, מצאת אותה!
ADO1367	אין לי שום אוצר, לידיעתך.
ADO2368	אין לי שום אוצר, לידיעתך.
ADO3369	אין לי שום אוצר, לידיעתך.
ADO4370	אין לי שום אוצר, לידיעתך.
ADO5371	אין לי שום אוצר, לידיעתך.
ADO6372	אין לי שום אוצר, לידיעתך.
ADGT373	לא היית משקר עליי, נכון?
ADO1374	דווקא כן. אבל עכשיו אני לא משקר.
ADO2375	דווקא כן. אבל עכשיו אני לא משקר.
ADO3376	דווקא כן. אבל עכשיו אני לא משקר.
ADO4377	דווקא כן. אבל עכשיו אני לא משקר.
ADO5378	דווקא כן. אבל עכשיו אני לא משקר.
ADO6379	דווקא כן. אבל עכשיו אני לא משקר.
ADGT380	אני יודע את זה.
ADO1381	אז למה לטרוח?
ADO2382	אז למה לטרוח?
ADO3383	אז למה לטרוח?
ADO4384	אז למה לטרוח?
ADO5385	אז למה לטרוח?
ADO6386	אז למה לטרוח?
ADGT387	אני צריך להתאמן.
ADO1388	מבין לגמרי...
ADO2389	מבין לגמרי...
ADO3390	מבין לגמרי חברי.
ADO4391	מבין לגמרי...
ADO5392	מבין לגמרי...
ADO6393	מבין לגמרי...
ADO1394	עוד פעם אימונים?
ADO2395	עוד פעם אימונים?
ADO3396	עוד פעם אימונים?
ADO4397	עוד פעם אימונים?
ADO5398	עוד פעם אימונים?
ADO6399	עוד פעם אימונים?
ADGT400	יאפ.
ADO1401	אוקיי...
ADO2402	אוקיי...
ADO3403	אוקיי...
ADO4404	אוקיי...
ADO5405	אוקיי...
ADO6406	אוקיי...
ADRH407	ובכן...
ADRH408	שוב אתה.
ADRH409	מחפש הצלפות נוספות?
ADRH410	מה אתה רוצה?
ADRH411	יפה, יפה, יפה.
ADRH412	תראו מי נשטף אל הסיפון שלי.
ADRH413	מה אתה רוצה, מר שפיצנבך?
ADSO414	אני ברנשצבע כפיסדבק! פיראט אדיר!
ADSO415	באתי לסגור חשבון!
ADSO416	לעולם לא תתחמק מזה, רנה!
ADSO417	תפסתי אותך עכשיו!
ADSO418	הווו, אתה הולך לחטוף!
ADSO419	באתי לקחת את המפה שלי!
ADSO420	תביא לי את המפה שלי, חתיכת שטן!
ADSO421	תמסור לי את המפה הזאת, או שתטעם את חרבי!
ADSO422	אני מתכוון לדקור אותך בכל אופן!
ADSO423	באתי לבזוז את האוצר שלך!
ADSO424	תן לי את האוצר שלך ואתן לך לחיות!
ADSO425	האוצר תמורת חייך!
ADSO426	אופס...חשבתי שאתה מישהו אחר.
ADSO427	שיניתי את דעתי. החלטתי לתת לך לחיות.
ADO1428	אל תצחיק אותי!
ADO2429	אל תצחיק אותי!
ADO3430	אל תצחיק אותי!
ADO4431	אל תצחיק אותי!
ADO5432	אל תצחיק אותי!
ADO6433	אל תצחיק אותי!
ADRH434	אין לך סיכוי מולי, ילד שובב!
ADRH435	המממ.
ADRH436	זה יהיה בהחלט משעשע.
ADRH437	אין לי מה לפחד ממך, פרחח!
ADRH438	אני הולך להיפטר ממך בקרוב.
ADO1439	לא!
ADO1440	אני אקח את השלל שלך!
ADO2441	לא!
ADO2442	אני אקח את השלל שלך!
ADO3443	לא!
ADO3444	אני אקח את השלל שלך!
ADO4445	לא!
ADO4446	אני אקח את השלל שלך!
ADO5447	לא!
ADO5448	אני אקח את השלל שלך!
ADO6449	לא!
ADO6450	אני אקח את השלל שלך!
ADO1451	בהצלחה, ילד!
ADO2452	בהצלחה, ילד!
ADO3453	בהצלחה, ילד!
ADO4454	בהצלחה, ילד!
ADO5455	בהצלחה, ילד!
ADO6456	בהצלחה, ילד!
ADO1457	אתה לא תשאר בחיים כדי להתחרט על זה!
ADO2458	אתה לא תשאר בחיים כדי להתחרט על זה!
ADO3459	אתה לא תשאר בחיים כדי להתחרט על זה!
ADO4460	אתה לא תשאר בחיים כדי להתחרט על זה!
ADO5461	אתה לא תשאר בחיים כדי להתחרט על זה!
ADO6462	אתה לא תשאר בחיים כדי להתחרט על זה!
ADO1463	אאארח!
ADO2464	אאארח!
ADO3465	אאארח!
ADO4466	אאארח!
ADO5467	אאארח!
ADO6468	אאארח!
ADO1469	אני אראה אותך כבול באזיקים, קודם!
ADO2470	אני אראה אותך כבול באזיקים, קודם!
ADO3471	אני אראה אותך כבול באזיקים, קודם!
ADO4472	אני אראה אותך כבול באזיקים, קודם!
ADO5473	אני אראה אותך כבול באזיקים, קודם!
ADO6474	אני אראה אותך כבול באזיקים, קודם!
ADSU475	כל אויב שפגשתי אבד ונשמד!
ADSU476	אתה דוחה כמו קוף בחלוק מלתחה.
ADSU477	להרוג אותך יהיה רצח מהמוצדקים!
ADSU478	אתה חתיכת מפלצת מעוררת חלחלה!
ADSU479	אשפד אותך כאחת הבהמות! 
ADSU480	אז מה תעדיף - קבר או כד?
ADSU481	כשאביך ראה אותך לראשונה הוא נהיה שבר כלי.
ADSU482	אני אשאיר אותך הרוס כמו אחרי חורבן.
ADSU483	מעולם לא ראיתי סיף כה מגושם.
ADSU484	אלוהים ישמור! אתה נראה כמו משהו גוסס שדמו אוזל!
ADSU485	אני אצוד אותך יומם וליל!
ADSU486	לא אוכל לנוח עד שתוכחד!
ADSU487	הגנה! פגיעה!
ADSU488	בכל רחבי הקאריביים, חוגגים את מעשיי האדירים.
ADSU489	להתמודד איתי פנים מול פנים בטח משאיר אותך מאובן!
ADSU490	לא תוכל להתמודד עם תשובותיי השנונות!
ADSU491	תקפתי איים שלמים ולא השארתי אף לא אחד!
ADSU492	יש לך כריזמה של רכיכה.
ADSU493	כשאסיים איתך יישארו ממך רק חיידקים!
ADSU494	המראה שלך יגרום לחזירים בחילה.
ADSU495	אתה נראה כמו הדג המכוער ביותר עלי אדמות.
ADSU496	אתן לך לבחור. אפשר שאוציא את קרביך או שראשך יקופד!
ADSU497	אתה בושה למין שלך, אתה כל כך גועלי!
ADSU498	אני מנסה להבין איזו מתכונותיי גורמת לך לקפוא כמאובן.
ADSU499	אני לא הפסדתי אף פעם!
ADSU500	דבר בעולם הזה אותך לא ישמור, מזלך לא יתמזל!
ADSU501	אתה תגלה שעל טרפי אני משתולל!
ADSU502	צחנתך תגרום אפילו למנקה שירותים להיות מפוחד!
ADSU503	אמאש'ך חובשת פאה!
ADSU504	את יכולות הסיף שלי כולם מוקירים.
ADSU505	מעולם לא התייצבתי מול מישהו כה פחדן!
ADSU506	שום דבר לא ימנע ממני לכסח אותך בכל העונות!
ADSU507	אתה מכוער!
ADSU508	אתה טיפש!
ADRP509	עם הבל פיך, אני בטוח שכולם נחנקו מייד.
ADRP510	אני עד כדי כך דומה לארוסתך?
ADRP511	אז אותך אהרוג עם קוטל חרקים.
ADRP512	יחסית לדייטים שהיו לך אני מציאה מעולה.
ADRP513	כשאסיים איתך אתה תהיה פילה חסר עצמות.
ADRP514	כשאתה בסביבה, עדיף שיהיה לי חיסון ביד.
ADRP515	לפחות אפשר לזהות את אבא שלי.
ADRP516	ריח הגוף שלך לבדו גורם לי להרגיש מחורבן ומעוצבן.
ADRP517	כי אתה תמיד בורח משם.
ADRP518	הדרך היחידה לשמור אותך היא בתוך נוזל.
ADRP519	אז תהיה כלב טוב. שב! התגלגל!
ADRP520	אז אולי כדאי שתעבור לקפה נטול קפאין מיוחד.
ADRP521	אוי! זה כל כך קלישאה!
ADRP522	חבל רק שהכול המצאות ושקרים.
ADRP523	אלה הפנים שלך? חשבתי שזה הישבן.
ADRP524	הייתי יכול, אם היית משתמש במי פה במקום לענות.
ADSU525	טבילה בבריכה עושה לי ממש נחמד!
ADSU526	שומנים רוויים אינם בריאים במיוחד.
ADSU527	לשים פלואור במים - אני ממש בעד.
ADSU528	עבור החרב שלי מגיע לי זיכוי מכובד.
ADSU529	עטפתי את החתול שלי בבד!
ADSU530	אני מכין לי ברד, להכין גם לך?
ADSU531	יודע מה אף פעם לא נמאס? הפעלות בבריכה.
ADSU532	האזור הזה פשוט מקסים, ראית את הפריחה?
ADSU533	במקרה של התרסקות מטוס, נא להרכיב מסכה.
ADSU534	במקום לדלג, אני מעדיף לצאת להליכה.
ADSU535	אני אוהב את הסטייק שלי מטוגן בחלקים!
ADSU536	לענות למכתב ששלחתי לו, מלך פורטוגל מעולם לא הסכים.
ADSU537	בלימה הידראולית מבטיחה שיוטים נוחים וחלקים.
ADSU538	אני חושב שהשטרות על סך 3 דולרים שמצאתי בכלל מפוברקים.
ADSU539	אני תמיד דומע למראה כלבלבים וחתלתולים מתוקים.
ADSU540	הפאנלים בספינה שלי מלאכותיים מלכתחילה!
ADSU541	לעיסת מזון תביא לתחושת עיכול קלה.
ADSU542	זרקו אותי מרכבת בגלל יריקה אומללה.
ADSU543	בבית הספר הייתה לנו קבוצת נוער, אבל לא עברתי את שלב הקבלה.
ADSU544	אני אוהב להטות מילים בלטינית לשם פעולה.
ADSU545	משחות שיניים בעששת נלחמות!
ADSU546	האיים הקאריביים נמצאים בכאוס ברמות.
ADSU547	וו! איך שאני אוהב לתפור רקמות!
ADSU548	ספריי לשיער עוזר לקליעת צמות.
ADSU549	אני חושב שאחותי בהיריון עם תאומות.
ADSU550	לא תוכל לשמור את זה בחוץ לעד!
ADSU551	ארוחת בוקר חשובה לכל אחד.
ADSU552	קרבות החרב הללו חייבים פיקוח של משרד.
ADSU553	זה לא כזה פשוט כמו שהיה נראה מהצד.
ADSU554	 רכשתי כרטיס חניה, האם זה מתועד?
ADSU555	ויטמינים וברזל יש בכל ברוקולי!
ADSU556	ישנן אצות בים שגורמות לצבע מים סגולי.
ADSU557	כוס מים ליד המיטה זה לא דבר שלילי.
ADSU558	המחאות נוסעים זה דבר מאוד כלכלי.
ADSU559	עגבניות מיובשות בשמש זו האופציה היחידה בשבילי.
ADSU560	בוא נגיש את הנקניקיות חמות אל השולחן!
ADSU561	ניכור זו תחושה מוכרת לפיראט חובבן.
ADSU562	תאוותי לבוטנים זה דבר שמעולם לא הובן.
ADSU563	אוכל סיני טוב הוא ללא מונוסודיום גלוטומט כמובן.
ADSU564	אני תמיד מפריד כביסה בין צבעוני ולבן.
ADSU565	אוסלו מוכרת כבירת נורבגיה בעולם.
ADSU566	אחי הוא תסריטאי מדופלם.
ADSU567	דאג לעתידך עם ביטוח כללית מושלם.
ADSU568	עבורי פיסול מנייר זה חלום שהוגשם!
ADSU569	אני אפגוש אותך באולם!
ADSU570	אתה יודע להפוך לפוזל?
ADSU571	למלא טופסי מס, את הזמן גוזל.
ADSU572	אני כל כך כועס לעזאזל
ADSU573	חסוך כסף לפנסיה, אל תזלזל!
ADSU574	הספינה שלי עשויה מצדפות וברזל.
ADSU575	האם זכרת את מגש הקרח למלא, תודה לאל?
ADSU576	מה שהאי הזה צריך זה בופה טוב במחיר כולל.
ADSU577	האוויר הרבה פחות לח בישראל.
ADSU578	הצבע האהוב עליי הוא אפור צל.
ADSU579	יום הולדת שמח לך מאחל!
ADSU580	וו החכה שלי תמיד חד.
ADSU581	את כלבי לא האכלתי עוד מאשתקד.
ADSU582	אני חושב שכל פושע בכלא צריך להיות מבודד.
ADSU583	אני חושש שכספי המיסים שלנו משמשים לשוחד.
ADSU584	אני אוהב מוזיקה שהלחנתי לבד.
ADSU585	בחיי, איזו מסיבה נפלאה!
ADSU586	בשידור החוזר של הקרב תראה שעשית שגיאה.
ADSU587	זכור, להולכי רגל יש זכות קדימה!
ADSU588	לפני שהייתי פיראט, הייתי מלצר במסבאה.
ADSU589	אם זה ייקח הרבה זמן, האם אקבל העלאה?
ADSU590	מהכובע האהוב עליי נשארו רק שיירים.
ADSU591	לא אנוח עד שכל האנשים יהיו משוחררים!
ADSU592	חייו של צמח מנבט נוצרים.
ADSU593	הייתי חושב על תגובה טובה אבל יש לי מחסום סופרים.
ADSU594	אני תוהה אם על דמי השכירות שלי יש ריבית פיגורים?
ADSU595	ובכן, אני כועס חבל על הזמן.
ADSU596	ובכן, אתה מאוד רברבן.
ADSU597	אמרת משהו? אני קצת עסוק כאן.
ADSU598	אני מחכה שהבחילות האלה יחלפו מעצמן.
ADSU599	תן למצפון שלך להפוך הכול למובן.
ADSU600	המשך לשלם דמי מזונות!
ADSU601	הנץ והעיט הם ציפורי טרף איתנות.
ADSU602	אם אני הייתי בונה את פומפיי, היו נמנעים אסונות.
ADSU603	ארפד את הספה שלי עם אריגים של זקנות.
ADSU604	אני כה מבולבל עד כדי איבוד עשתונות.
ADSU605	אה, כן?
ADSU606	בסדר, אני נכנע!
ADSU607	אמממ... תוכל לחזור על זה?
ADO1609	כל אויב שפגשתי אבד ונשמד!
ADO2610	כל אויב שפגשתי אבד ונשמד!
ADO3611	כל אויב שפגשתי אבד ונשמד!
ADO4612	כל אויב שפגשתי אבד ונשמד!
ADO5613	כל אויב שפגשתי אבד ונשמד!
ADO6614	כל אויב שפגשתי אבד ונשמד!
ADO1615	אתה דוחה כמו קוף בחלוק מלתחה.
ADO2616	אתה דוחה כמו קוף בחלוק מלתחה.
ADO3617	אתה דוחה כמו קוף בחלוק מלתחה.
ADO4618	אתה דוחה כמו קוף בחלוק מלתחה.
ADO5619	אתה דוחה כמו קוף בחלוק מלתחה.
